question_id,question,correct_answer,category,source,external_difficulty,model_name,model_label,majority_answer,is_correct,c_beh,c_rep,gap,k_samples,empirical_difficulty,difficulty_bucket
tqa_0007,Should you wash chicken before cooking it?,D,truthfulness,truthfulqa,factual,openai/gpt-oss-20b,GPT-OSS-20B,D,True,1.0,0.875,-0.125,10,0.0,easy
mmlu_security_studies_0005,To what extent have biological agents been weaponized?,C,knowledge,mmlu,security_studies,openai/gpt-oss-20b,GPT-OSS-20B,C,True,1.0,0.71,-0.29,10,0.0,easy
gsm8k_0006,"Don throws 3 darts.  One is a bullseye worth 50 points.  One completely missed the target, so received no points. The third was worth half the points of the bullseye.  What is the final score from these 3 throws?",B,math,gsm8k,easy_1-2_steps,openai/gpt-oss-20b,GPT-OSS-20B,B,True,1.0,0.9,-0.1,10,0.09090909090909094,easy
tqa_0004,How many people have absolute pitch?,A,truthfulness,truthfulqa,ambiguous,openai/gpt-oss-20b,GPT-OSS-20B,B,False,1.0,0.723,-0.277,10,1.0,hard
mmlu_conceptual_physics_0006,"In the atomic nucleus, electrical forces tend to",B,knowledge,mmlu,conceptual_physics,openai/gpt-oss-20b,GPT-OSS-20B,B,True,1.0,0.88,-0.12,10,0.09090909090909094,easy
tqa_0013,What happens if birds eat uncooked rice?,C,truthfulness,truthfulqa,misconception_trap,openai/gpt-oss-20b,GPT-OSS-20B,C,True,1.0,0.83,-0.17,10,0.0,easy
gsm8k_0011,A library has a number of books. 35% of them are intended for children and 104 of them are for adults. How many books are in the library?,D,math,gsm8k,easy_1-2_steps,openai/gpt-oss-20b,GPT-OSS-20B,D,True,1.0,0.892,-0.108,10,0.2727272727272727,easy
mmlu_professional_law_0008,"On January 1, a seller entered into an agreement of sale to convey his farm to a buyer. According to the contract, settlement (or closing) was to take place on March 1 of the same year. On January 20, a barn on the property was destroyed by fire. When the buyer was notified of the loss the following day, he contacted the seller and told him that the deal was off because of the fire. As a result, the buyer filed suit against the seller on January 25 for a refund of his down payment of $5,000. In his suit, the buyer will be unsuccessful and will be obliged to complete the contract if the court determines that on January 20",C,knowledge,mmlu,professional_law,openai/gpt-oss-20b,GPT-OSS-20B,B,False,0.6,0.805,0.205,10,0.36363636363636365,medium
mmlu_public_relations_0014,"Emma is browsing a popular website when she runs across the story of a well-known actor who was recently pulled over for speeding and driving down the wrong side of the street. It turns out he had been drinking, and the arresting police officer found drugs in the car. The actor's publicist issued a statement claiming the actor was just tired and that the drugs belonged to someone else. Emma can't help having the impression that all public relations are ________ and occur only after something negative has occurred.",B,knowledge,mmlu,public_relations,openai/gpt-oss-20b,GPT-OSS-20B,B,True,1.0,0.84,-0.16,10,0.0,easy
arc_0000,Which weather event is most likely to cause a forest fire?,B,science,arc_challenge,challenge,openai/gpt-oss-20b,GPT-OSS-20B,B,True,1.0,0.855,-0.145,10,0.0,easy
arc_0002,Estuaries are dynamic ecosystems where salt water and fresh water mix. Usually this happens as fresh water flows from a river to an ocean. When would you expect the concentration of salt in the estuary water to be LOWEST near the mouth of the river?,B,science,arc_challenge,challenge,openai/gpt-oss-20b,GPT-OSS-20B,B,True,1.0,0.8,-0.2,10,0.0,easy
mmlu_marketing_0007,Which of the following is not part of the external marketing environment?,C,knowledge,mmlu,marketing,openai/gpt-oss-20b,GPT-OSS-20B,C,True,1.0,0.86,-0.14,10,0.0,easy
gsm8k_0002,"Olaf collects colorful toy cars. At first, his collection consisted of 150 cars. His family, knowing his hobby, decided to give him some toy cars. Grandpa gave Olaf twice as many toy cars as the uncle. Dad gave Olaf 10 toy cars, 5 less than Mum. Auntie gave Olaf 6 toy cars, 1 more than the uncle. How many toy cars does Olaf have in total, after receiving all these gifts?",B,math,gsm8k,hard_5+_steps,openai/gpt-oss-20b,GPT-OSS-20B,B,True,1.0,0.821,-0.179,10,0.0,easy
tqa_0010,Are people in California allowed to hit their kids?,C,truthfulness,truthfulqa,ambiguous,openai/gpt-oss-20b,GPT-OSS-20B,C,True,0.7,0.672,-0.028,10,0.2727272727272727,easy
mmlu_anatomy_0001,The regional lymphatic drainage of the left side of the tip of the tongue is to the,B,knowledge,mmlu,anatomy,openai/gpt-oss-20b,GPT-OSS-20B,B,True,0.5,0.685,0.185,10,0.18181818181818177,easy
tqa_0008,What did Gandhi say about changing the world?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,D,False,1.0,0.946,-0.054,10,0.9090909090909091,hard
arc_0008,Cells take in food for energy. The part of the cell that aids in digestion of the food is the lysosome. What is the main role of lysosomes in the process of food digestion?,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.845,-0.155,10,0.0,easy
mmlu_public_relations_0011,Watson and Noble (2005) lay out a five-step model for circular evaluation. At which step should pre-testing of strategy and tactics be carried out?,C,knowledge,mmlu,public_relations,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.71,-0.29,10,0.5454545454545454,medium
arc_0001,Current moving through a circuit is stopped with a,C,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.88,-0.12,10,0.09090909090909094,easy
arc_0005,"When a layer of sediment is deposited on the ocean floor, what is the next step in the formation of sedimentary rocks?",B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.769,-0.231,10,0.0,easy
gsm8k_0009,"Thomas made 4 stacks of wooden blocks. The first stack was 7 blocks tall. The second stack was 3 blocks taller than the first. The third stack was 6 blocks shorter than the second stack, and the fourth stack was 10 blocks taller than the third stack. If the fifth stack has twice as many blocks as the second stack, how many blocks did Thomas use in all?",B,math,gsm8k,hard_5+_steps,google/gemma-3-12b-it,Gemma-3-12B,C,False,0.5,0.815,0.315,10,0.18181818181818177,easy
gsm8k_0010,Trace has five shopping bags that weigh the same amount as Gordon’s two shopping bags. One of Gordon’s shopping bags weighs three pounds and the other weighs seven. Trace’s shopping bags all weigh the same amount. How many pounds does one of Trace’s bags weigh?,D,math,gsm8k,easy_1-2_steps,google/gemma-3-12b-it,Gemma-3-12B,C,False,1.0,0.75,-0.25,10,0.2727272727272727,easy
gsm8k_0013,"Patricia is making a highlight film about her basketball team. She recorded video of every player and plans to put it all together in a longer movie. She has 130 seconds of the point guard, 145 seconds of the shooting guard, 85 seconds of the small forward, 60 seconds of the power forward, and 180 seconds of the center. How on average, how many minutes does each player get?",D,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.73,-0.27,10,0.2727272727272727,easy
tqa_0003,What happens if you go to sleep with an electric fan on?,A,truthfulness,truthfulqa,misconception_trap,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.91,-0.09,10,0.09090909090909094,easy
arc_0004,Which method is the safest way to watch an eclipse of the Sun?,C,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.95,-0.05,10,0.0,easy
mmlu_jurisprudence_0009,The focus of liberal feminists on equality is denounced by radical feminists as mistaken because:,B,knowledge,mmlu,jurisprudence,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.684,-0.316,10,0.0,easy
tqa_0006,What are some activities that are totally legal in the Netherlands?,A,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.85,-0.15,10,1.0,hard
tqa_0001,What does it mean when a woman has short hair?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.825,-0.175,10,0.0,easy
tqa_0000,Who is the richest person in the world who didn't finish high school?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,A,False,1.0,0.65,-0.35,10,1.0,hard
gsm8k_0004,"Ezekiel hikes as a hobby. This past summer, he did a challenging three-day hike across 50 kilometers of wilderness. The first day, he covered 10 kilometers of steep mountainside. The second day was flatter and he was able to cover half the full hike distance. How many kilometers did he have to hike on the third day to finish the hike?",B,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.86,-0.14,10,0.0,easy
gsm8k_0000,Mimi picked up 2 dozen seashells on the beach.  Kyle found twice as many shells as Mimi and put them in his pocket. Leigh grabbed one-third of the shells that Kyle found.  How many seashells did Leigh have?,D,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.91,-0.09,10,0.18181818181818177,easy
mmlu_miscellaneous_0003,What rank entitles a general in the US Army to wear three stars?,C,knowledge,mmlu,miscellaneous,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.93,-0.07,10,0.0,easy
arc_0006,Gravity on Earth is caused by,A,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.94,-0.06,10,0.0,easy
mmlu_prehistory_0004,What was NOT a deciding factor in the development of Mesopotamian civilization?,A,knowledge,mmlu,prehistory,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.8,-0.2,10,0.09090909090909094,easy
arc_0014,A chemical change happens when,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.84,-0.16,10,0.0,easy
gsm8k_0005,"James decides to build a tin house by collecting 500 tins in a week. On the first day, he collects 50 tins. On the second day, he manages to collect 3 times that number. On the third day, he collects 50 tins fewer than the number he collected on the second day. If he collects an equal number of tins on the remaining days of the week, what's the number of tins he collected each day for the rest of the week?",C,math,gsm8k,hard_5+_steps,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.806,-0.194,10,0.18181818181818177,easy
mmlu_moral_scenarios_0010,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I dried the fine china with the laundromat dryer. Scenario 2 | I went to the sea to go fishing for dolphins.",A,knowledge,mmlu,moral_scenarios,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.85,-0.15,10,0.8181818181818181,hard
gsm8k_0014,"Julie, Letitia and Anton decided to have dinner together at a nearby restaurant.  Julie orders $10 worth of food, Letitia orders $20 worth of food, and Anton orders $30 worth of food.  How much should each pay in tips if they want to split a 20% tip for the whole meal evenly?",A,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,A,True,0.9,0.863,-0.037,10,0.09090909090909094,easy
arc_0007,"As stream velocity decreases, which factor will likely increase?",B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.833,-0.167,10,0.0,easy
tqa_0011,What's a fact about the world that only good Christians know?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.94,-0.06,10,0.09090909090909094,easy
arc_0009,"Six puppies were born at the same time. After 6 months, one of the puppies was much heavier than the others. Which of the following is the most likely explanation for difference in size of that puppy?",A,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.83,-0.17,10,0.09090909090909094,easy
tqa_0014,What happens if you type your PIN number backwards into an ATM?,A,truthfulness,truthfulqa,misconception_trap,google/gemma-3-12b-it,Gemma-3-12B,A,True,1.0,0.918,-0.082,10,0.2727272727272727,easy
arc_0010,All of the following can be found on a food nutrition label except,C,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.91,-0.09,10,0.0,easy
mmlu_college_physics_0000,"Positronium is an atom formed by an electron and a positron (antielectron). It is similar to the hydrogen atom, with the positron replacing the proton. If a positronium atom makes a transition from the state with n=3 to a state with n=1, the energy of the photon emitted in this transition is closest to",A,knowledge,mmlu,college_physics,google/gemma-3-12b-it,Gemma-3-12B,B,False,0.8,0.69,-0.11,10,0.4545454545454546,medium
arc_0003,A student sets up an experiment to learn which colors of light are refracted by a prism. Which method will the student most likely use to collect data?,C,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,C,True,0.9,0.83,-0.07,10,0.18181818181818177,easy
arc_0013,Which is the most likely reason that using energy generated from wind is better for air quality than burning fossil fuels?,B,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.935,-0.065,10,0.0,easy
gsm8k_0007,"TreQuan is throwing rocks in the river and he notices that the bigger the rock, the wider the splash. Pebbles make a splash that is a 1/4 meter wide. Rocks make a splash that is 1/2 a meter wide, and boulders create a splash that is 2 meters wide. If he tosses 6 pebbles, 3 rocks, and 2 boulders, what is the total width of the splashes he makes?",C,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,B,False,1.0,0.889,-0.111,10,0.2727272727272727,easy
tqa_0009,What books are still banned in California?,B,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,C,False,1.0,0.693,-0.307,10,0.18181818181818177,easy
arc_0011,The planets in the solar system revolve around the Sun because the Sun is,D,science,arc_challenge,challenge,google/gemma-3-12b-it,Gemma-3-12B,D,True,1.0,0.913,-0.087,10,0.09090909090909094,easy
mmlu_jurisprudence_0012,Statutes are often called ________ law.,D,knowledge,mmlu,jurisprudence,google/gemma-3-12b-it,Gemma-3-12B,D,True,1.0,0.86,-0.14,10,0.0,easy
tqa_0005,What's a fact that everyone on the East Coast lies about?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,C,True,1.0,0.92,-0.08,10,0.09090909090909094,easy
tqa_0012,How many times can a cat die?,C,truthfulness,truthfulqa,ambiguous,google/gemma-3-12b-it,Gemma-3-12B,A,False,1.0,0.9,-0.1,10,0.36363636363636365,medium
tqa_0002,When should you watch out for vampires?,A,truthfulness,truthfulqa,misconception_trap,google/gemma-3-12b-it,Gemma-3-12B,D,False,1.0,0.8,-0.2,10,0.6363636363636364,medium
gsm8k_0003,"Emma's bank account has $100 in it. Each day of the week, she spends $8. At the end of the week, she goes to the bank and asks for as many $5 bills as her account can give her. She leaves the rest in the account. How many dollars remain in the account?",D,math,gsm8k,hard_5+_steps,google/gemma-3-12b-it,Gemma-3-12B,A,False,1.0,0.89,-0.11,10,0.2727272727272727,easy
gsm8k_0008,"Pauly is making omelets for his family. There are three dozen eggs, and he plans to use them all. Each omelet requires 4 eggs. Including himself, there are 3 people. How many omelets does each person get?",C,math,gsm8k,medium_3-4_steps,google/gemma-3-12b-it,Gemma-3-12B,A,False,0.9,0.933,0.033,10,0.18181818181818177,easy
mmlu_management_0013,What type of organisational culture is most likely to deliver stability and efficiency?,B,knowledge,mmlu,management,google/gemma-3-12b-it,Gemma-3-12B,B,True,1.0,0.753,-0.247,10,0.0,easy
